# Cadastro do caso, extraido da BDGD. Contem dado identificavel quando a extracao inclui CEP/CNAE.
# Revise antes de publicar esta pasta. O numero da conta do cliente (DESCR) nunca entra aqui.
elemento,tipo,cod_id,poste,idx,bus,fases_ligadas,tip_cc,classe,curva,curva_origem,fas_con,car_inst_kw,kw_pico,kvar_pico,kv,clas_sub,classe_consumo,tip_edificacao,gru_tar,gru_ten,ten_forn,cnae,cep,are_loc,mun,uni_tr_mt,ceg_gd,ene_01,ene_02,ene_03,ene_04,ene_05,ene_06,ene_07,ene_08,ene_09,ene_10,ene_11,ene_12
ucbt_com_2644420_3,unidade consumidora BT,de34280ad7fd6b7d3d2e6f82c5ef68db97f17f188637955187542f2cd622c5b4,2644420,3,BT_2415596,123,COM-Tipo3,COM,COM_Tipo3,catalogo,ABCN,18.0000,0.7360,0.2147,0.3800,,,,,BT,10,,,UB,4218707,7449833,,300.96,275.22,344.988,186.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ucbt_com_2644420_4,unidade consumidora BT,506b969126a8f81b527547013c6f80e3a8d83d112e11cf96d0a0d2439c6ce8ef,2644420,4,BT_2415596,123,COM-Tipo2,COM,COM_Tipo2,catalogo,ABCN,8.0000,0.3769,0.1099,0.3800,,,,,BT,10,,,UB,4218707,7449833,,0.0,0.0,0.0,0.0,378.325,9.6,288.12,350.865,189.704,177.7716,164.175,189.098
ucbt_com_2644420_5,unidade consumidora BT,506b969126a8f81b527547013c6f80e3a8d83d112e11cf96d0a0d2439c6ce8ef,2644420,5,BT_2415596,123,COM-Tipo2,COM,COM_Tipo2,catalogo,ABCN,8.0000,0.4210,0.1228,0.3800,,,,,BT,10,,,UB,4218707,7449833,,190.08,309.87,242.424,233.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ucbt_com_2644420_6,unidade consumidora BT,9e7dacc24ec6e3f18b0b79882b5845f9b4c37d089fe02c5a87793346402ba99b,2644420,6,BT_2415596,1,COM-Tipo4,COM,COM_Tipo4,catalogo,AN,9.0000,0.2087,0.0609,0.2194,,,,,BT,10,,,UB,4218707,7449833,,0.0,0.0,0.0,0.0,141.525,152.64,149.205,139.725,137.123,143.4648,142.285,143.382
ucbt_com_2644420_7,unidade consumidora BT,9e7dacc24ec6e3f18b0b79882b5845f9b4c37d089fe02c5a87793346402ba99b,2644420,7,BT_2415596,1,COM-Tipo4,COM,COM_Tipo4,catalogo,AN,9.0000,0.2125,0.0620,0.2194,,,,,BT,10,,,UB,4218707,7449833,,151.47,149.49,141.932,142.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ucbt_com_2644420_8,unidade consumidora BT,6d0b088e41947f24c61cf9e57ec038d0183541458314dc6065bd23a288d39cdc,2644420,8,BT_2415596,1,COM-Tipo4,COM,COM_Tipo4,catalogo,AN,8.0000,0.1703,0.0497,0.2194,,,,,BT,10,,,UB,4218707,7449833,,0.0,0.0,0.0,0.0,102.675,122.88,119.364,114.885,109.286,124.752,120.395,123.641
ucbt_com_2644420_9,unidade consumidora BT,6d0b088e41947f24c61cf9e57ec038d0183541458314dc6065bd23a288d39cdc,2644420,9,BT_2415596,1,COM-Tipo4,COM,COM_Tipo4,catalogo,AN,8.0000,0.2323,0.0678,0.2194,,,,,BT,10,,,UB,4218707,7449833,,164.34,162.36,168.868,144.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ucmt_2542911_0,unidade consumidora MT,857fd2aed136e1b06745a38fe8f9632dab3b2766f32ba1167da1b2399e1cdd63,13970534,0,2542911,123,MT-Tipo3,MT,MT_Tipo3,catalogo,ABC,108.0000,14.8566,4.3332,13.8000,,,,,MT,49,,,UB,4218707,,,13281.0,13811.0,13142.0,12445.16,9256.71,8756.95,10599.28,10048.03,10615.29,12357.16,11894.24,12363.27
pip_7449457,iluminação pública (9 pontos),,,,BT_1694168,123,IP-Tipo1,IP,IP_Tipo1,catalogo,,,0.5124,0.0730,0.3800,,,,,,,,,,,7449457,,,,,,,,,,,,,
pip_7449833,iluminação pública (6 pontos),,,,BT_1655576,123,IP-Tipo1,IP,IP_Tipo1,catalogo,,,0.3872,0.0552,0.3800,,,,,,,,,,,7449833,,,,,,,,,,,,,
pip_7449834,iluminação pública (2 pontos),,,,BT_1655577,123,IP-Tipo1,IP,IP_Tipo1,catalogo,,,0.1773,0.0253,0.3800,,,,,,,,,,,7449834,,,,,,,,,,,,,
pip_7483569,iluminação pública (4 pontos),,,,BT_2725791,123,IP-Tipo1,IP,IP_Tipo1,catalogo,,,0.3369,0.0480,0.3800,,,,,,,,,,,7483569,,,,,,,,,,,,,
